"","OCCUR_DATE","OCCUR_TIME","BORO","PRECINCT","JURISDICTION_CODE","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE","X_COORD_CD","Y_COORD_CD","Latitude","Longitude","Lon_Lat"
"4131","01/01/2006","19:00:00","QUEENS",106,0,"NONE","false","18-24","M","BLACK","18-24","M","BLACK","1028605","187930",40.682398289,-73.840079369,"POINT (-73.84007936899997 40.68239828900005)"
"4139","07/24/2006","3:24:00","BRONX",41,0,"MULTI DWELL - APT BUILD","true","<18","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC","1013526","236951",40.817011183,-73.894233277,"POINT (-73.89423327699996 40.817011183000034)"
"4144","04/05/2009","2:05:00","BRONX",43,0,"MULTI DWELL - APT BUILD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1018791","240921",40.8278886850001,-73.875191502,"POINT (-73.87519150199995 40.82788868500006)"
"4145","08/03/2006","13:53:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","999880","190399",40.6892724580001,-73.943641654,"POINT (-73.94364165399996 40.68927245800006)"
"4148","06/17/2006","3:45:00","BROOKLYN",75,0,"NONE","false","<18","M","BLACK","25-44","M","BLACK","1012807","185761",40.676509943,-73.8970482249999,"POINT (-73.89704822499993 40.67650994300004)"
"4166","06/22/2008","3:05:00","MANHATTAN",9,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","991391","203282",40.724644175,-73.9742382439999,"POINT (-73.97423824399993 40.72464417500004)"
"4167","07/21/2013","22:11:00","BRONX",47,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","F","BLACK","18-24","M","BLACK","1027110","262158",40.886141362,-73.8449960199999,"POINT (-73.84499601999994 40.88614136200005)"
"4175","04/08/2015","21:01:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC","1010011","251248",40.8562632420001,-73.906877332,"POINT (-73.90687733199997 40.85626324200007)"
"4179","10/10/2006","7:45:00","MANHATTAN",26,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","995882","235507",40.813088658,-73.957979911,"POINT (-73.95797991099995 40.81308865800003)"
"4182","05/30/2006","23:00:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","M","BLACK","1020637","237482",40.818442201,-73.868539851,"POINT (-73.86853985099998 40.81844220100004)"
"4189","10/16/2009","23:24:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","false","45-64","M","BLACK","25-44","M","BLACK","1004603","184162",40.672143711,-73.9266299609999,"POINT (-73.92662996099993 40.672143711000054)"
"4190","12/27/2014","16:20:00","QUEENS",113,0,"GROCERY/BODEGA","true","25-44","M","BLACK","25-44","M","BLACK","1040003","183575",40.670380374,-73.799020002,"POINT (-73.79902000199996 40.67038037400005)"
"4191","11/30/2012","6:03:00","STATEN ISLAND",120,0,"PVT HOUSE","true","18-24","M","BLACK","18-24","M","BLACK","949417","171110",40.636273714,-74.125505086,"POINT (-74.12550508599996 40.636273714000026)"
"4195","12/17/2009","13:45:00","MANHATTAN",20,0,"MULTI DWELL - APT BUILD","true","25-44","M","WHITE HISPANIC","45-64","F","WHITE HISPANIC","990839","225658",40.786061036,-73.976207819,"POINT (-73.97620781899997 40.786061036000035)"
"4197","02/08/2012","17:23:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","65+","F","BLACK HISPANIC","1015561","183841",40.671230666,-73.8871284799999,"POINT (-73.88712847999993 40.671230666000035)"
"4199","06/18/2006","19:43:00","BROOKLYN",73,0,"NONE","true","25-44","M","BLACK","45-64","M","BLACK","1009340","185695",40.6763392930001,-73.9095476319999,"POINT (-73.90954763199994 40.67633929300007)"
"4202","09/02/2016","19:30:00","BROOKLYN",63,0,"PVT HOUSE","true","18-24","M","BLACK","18-24","M","BLACK","999211","168108",40.628089722,-73.9461034349999,"POINT (-73.94610343499993 40.62808972200002)"
"4204","01/05/2011","23:16:00","STATEN ISLAND",123,0,"PVT HOUSE","false","18-24","M","ASIAN / PACIFIC ISLANDER","18-24","M","WHITE","933238","140434",40.5519960350001,-74.1835664229999,"POINT (-74.18356642299995 40.55199603500005)"
"4211","04/27/2011","22:50:00","BRONX",47,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","F","BLACK","1028591","264410",40.892315066,-73.8396250069999,"POINT (-73.83962500699994 40.89231506600004)"
"4217","11/18/2007","1:00:00","BROOKLYN",75,0,"BAR/NIGHT CLUB","true","18-24","M","BLACK","<18","M","WHITE HISPANIC","1017119","183909",40.6714116630001,-73.8815117239999,"POINT (-73.88151172399995 40.67141166300007)"
"4222","06/19/2011","0:15:00","BROOKLYN",71,0,"PVT HOUSE","false","25-44","M","BLACK","18-24","M","BLACK","997606","179227",40.658611551,-73.9518635439999,"POINT (-73.95186354399993 40.658611551000035)"
"4230","11/14/2016","16:45:00","BROOKLYN",75,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","1020848","182583",40.667757463,-73.8680762399999,"POINT (-73.86807623999994 40.667757463000044)"
"4232","06/30/2017","14:54:00","BRONX",44,0,"HOSPITAL","true","45-64","M","BLACK","25-44","F","BLACK","1008669","246692",40.843762188,-73.911745153,"POINT (-73.91174515299997 40.84376218800003)"
"4235","10/09/2006","19:41:00","STATEN ISLAND",120,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","45-64","F","WHITE HISPANIC","936722","172119",40.6389841760001,-74.171252305,"POINT (-74.17125230499995 40.63898417600007)"
"4256","10/16/2018","19:50:00","BRONX",43,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","F","BLACK","1,021,869","239,329",40.82350653,-73.86407845,"POINT (-73.86407845 40.82350653)"
"4258","02/11/2012","20:08:00","BRONX",46,0,"MULTI DWELL - APT BUILD","false","45-64","M","BLACK","45-64","M","BLACK","1009931","248788",40.8495115090001,-73.907175949,"POINT (-73.90717594899996 40.849511509000074)"
"4262","02/14/2010","1:19:00","QUEENS",103,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","M","BLACK","1047811","199997",40.7154022070001,-73.7707184719999,"POINT (-73.77071847199994 40.71540220700007)"
"4264","07/03/2016","3:15:00","QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","M","BLACK","1044591","156201",40.595214685,-73.782725754,"POINT (-73.78272575399996 40.59521468500003)"
"4265","01/22/2007","20:08:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","997754","193359",40.6974004730001,-73.951301805,"POINT (-73.95130180499997 40.697400473000066)"
"4269","07/25/2008","22:29:00","BROOKLYN",61,0,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","18-24","M","BLACK","1000566","156826",40.5971205660001,-73.9412492169999,"POINT (-73.94124921699995 40.59712056600006)"
"4279","05/20/2006","23:39:00","MANHATTAN",32,0,"NONE","true","<18","M","BLACK","<18","M","BLACK","1001779","238875",40.82232314,-73.9366677309999,"POINT (-73.93666773099994 40.82232314000004)"
"4284","04/23/2009","19:39:00","QUEENS",100,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","F","BLACK","1036867","153432",40.5876635700001,-73.810559779,"POINT (-73.81055977899997 40.587663570000075)"
"4300","08/21/2011","3:58:00","BRONX",42,0,"GROCERY/BODEGA","true","18-24","M","BLACK HISPANIC","18-24","F","WHITE HISPANIC","1015437","244318",40.8372249450001,-73.887294992,"POINT (-73.88729499199997 40.83722494500006)"
"4306","06/10/2015","17:51:00","BROOKLYN",76,0,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","987977","188618",40.6843970350001,-73.98656334,"POINT (-73.98656333999998 40.684397035000075)"
"4307","04/30/2007","20:21:00","STATEN ISLAND",122,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","950638","160687",40.607669494,-74.121053919,"POINT (-74.12105391899996 40.60766949400005)"
"4310","03/31/2009","18:30:00","BROOKLYN",73,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","18-24","M","BLACK","1007628","183445",40.670168236,-73.9157274889999,"POINT (-73.91572748899993 40.670168236000045)"
"4311","04/26/2009","5:00:00","BROOKLYN",84,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","988466","194673",40.7010163950001,-73.984796409,"POINT (-73.98479640899996 40.701016395000075)"
"4314","05/27/2007","3:21:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","F","BLACK","1001752","241629",40.8298821390001,-73.9367581,"POINT (-73.93675809999998 40.82988213900006)"
"4316","12/29/2014","0:20:00","QUEENS",101,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1043681","156114",40.5949820370001,-73.786003232,"POINT (-73.78600323199998 40.59498203700008)"
"4318","11/22/2010","13:16:00","BROOKLYN",63,0,"PVT HOUSE","false","25-44","M","BLACK","25-44","M","BLACK","1006181","167872",40.627427439,-73.92099432,"POINT (-73.92099431999998 40.62742743900003)"
"4319","10/04/2010","16:25:00","MANHATTAN",25,0,"BEAUTY/NAIL SALON","false","18-24","M","BLACK","25-44","M","BLACK","1001534","231741",40.8027427810001,-73.9375713059999,"POINT (-73.93757130599994 40.80274278100006)"
"4325","11/22/2008","23:28:00","BRONX",41,0,"SOCIAL CLUB/POLICY LOCATI","false","18-24","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1012793","239129",40.822991576,-73.89687219,"POINT (-73.89687218999995 40.82299157600005)"
"4329","02/05/2012","13:47:00","BRONX",52,0,"MULTI DWELL - APT BUILD","false","25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1013734","254081",40.8640273240001,-73.893406511,"POINT (-73.89340651099997 40.86402732400006)"
"4332","08/11/2006","20:30:00","BRONX",48,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","18-24","M","BLACK","1013013","248205",40.8479018460001,-73.896038388,"POINT (-73.89603838799998 40.84790184600007)"
"4337","07/24/2010","4:54:00","BROOKLYN",88,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","WHITE HISPANIC","995243","189150",40.685851213,-73.9603641209999,"POINT (-73.96036412099994 40.68585121300004)"
"4340","10/09/2012","23:03:00","BROOKLYN",63,0,"PVT HOUSE","false","18-24","M","BLACK","25-44","M","BLACK","1001049","168308",40.628635385,-73.939481421,"POINT (-73.93948142099998 40.628635385000045)"
"4346","07/14/2010","3:05:00","BRONX",46,0,"MULTI DWELL - APT BUILD","true","<18","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC","1010491","249157",40.850522659,-73.905150353,"POINT (-73.90515035299995 40.85052265900004)"
"4348","04/02/2006","6:15:00","BRONX",47,0,"BAR/NIGHT CLUB","true","25-44","M","BLACK","25-44","F","BLACK","1030251","254038",40.8638386850001,-73.8336922079999,"POINT (-73.83369220799993 40.863838685000076)"
"4351","07/26/2010","19:44:00","BRONX",46,0,"FAST FOOD","false","18-24","M","WHITE HISPANIC","25-44","M","BLACK HISPANIC","1012278","253260",40.861778671,-73.898673888,"POINT (-73.89867388799998 40.861778671000025)"
"4358","09/05/2011","21:04:00","BROOKLYN",77,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","25-44","M","BLACK","996111","184938",40.6742891060001,-73.957241798,"POINT (-73.95724179799998 40.67428910600006)"
"4360","03/30/2012","13:52:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","<18","M","WHITE HISPANIC","1006000","235990",40.814395243,-73.921426267,"POINT (-73.92142626699999 40.81439524300004)"
"4369","03/11/2006","3:47:00","BROOKLYN",79,0,"NONE","false","18-24","M","BLACK","25-44","M","BLACK","1001142","193051",40.696549266,-73.939084394,"POINT (-73.93908439399996 40.696549266000034)"
"4370","08/07/2010","2:48:00","BRONX",44,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","<18","F","BLACK","1008274","245226",40.8397395310001,-73.913178032,"POINT (-73.91317803199998 40.83973953100008)"
"4371","08/12/2008","23:32:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","WHITE HISPANIC","1008739","239004",40.822660655,-73.911520222,"POINT (-73.911520222 40.82266065500005)"
"4374","07/22/2007","22:02:00","MANHATTAN",7,0,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","M","WHITE HISPANIC","989183","201182",40.7188816870001,-73.9822057759999,"POINT (-73.98220577599994 40.71888168700008)"
"4378","07/11/2008","2:29:00","BRONX",47,0,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1027110","262158",40.886141362,-73.8449960199999,"POINT (-73.84499601999994 40.88614136200005)"
"4380","09/29/2008","19:55:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","WHITE HISPANIC","<18","M","BLACK","1008276","183623",40.670655072,-73.91339092,"POINT (-73.91339091999998 40.670655072000045)"
"4386","06/16/2011","20:48:00","MANHATTAN",28,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","18-24","M","BLACK","998688","233318",40.8070763200001,-73.947847719,"POINT (-73.94784771899998 40.80707632000008)"
"4387","06/16/2007","14:35:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","<18","M","BLACK HISPANIC","1000009","192194",40.6941990890001,-73.943172298,"POINT (-73.94317229799998 40.69419908900005)"
"4390","04/06/2006","19:52:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","18-24","M","BLACK","999453","228508",40.793872902,-73.945095234,"POINT (-73.94509523399995 40.79387290200003)"
"4401","10/28/2007","5:03:00","BRONX",45,0,"BAR/NIGHT CLUB","true","25-44","M","WHITE","25-44","M","BLACK","1031579","249766",40.8521063260001,-73.828921211,"POINT (-73.82892121099997 40.85210632600007)"
"4403","11/18/2007","1:00:00","BROOKLYN",75,0,"BAR/NIGHT CLUB","false","18-24","M","BLACK","18-24","M","BLACK","1017119","183909",40.6714116630001,-73.8815117239999,"POINT (-73.88151172399995 40.67141166300007)"
"4406","08/28/2007","16:52:00","BROOKLYN",60,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","990922","149184",40.5761573,-73.9759837999999,"POINT (-73.97598379999994 40.576157300000034)"
"4408","10/30/2011","4:06:00","BRONX",47,2,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK HISPANIC","18-24","F","WHITE HISPANIC","1030257","261454",40.8841932610001,-73.8336195919999,"POINT (-73.83361959199993 40.88419326100007)"
"4411","03/09/2006","16:40:00","BROOKLYN",79,0,"PVT HOUSE","true","25-44","M","BLACK","18-24","M","BLACK","997325","189739",40.687465052,-73.952855937,"POINT (-73.952855937 40.68746505200004)"
"4414","11/10/2014","10:49:00","BRONX",44,2,"MULTI DWELL - PUBLIC HOUS","true","25-44","M","BLACK","25-44","M","BLACK","1007174","239543",40.8241442570001,-73.917172879,"POINT (-73.91717287899996 40.82414425700006)"
"4416","02/16/2008","3:07:00","STATEN ISLAND",120,0,"PVT HOUSE","false","<18","M","BLACK","18-24","M","BLACK","951804","169922",40.633021974,-74.116899001,"POINT (-74.11689900099998 40.63302197400003)"
"4419","05/16/2009","13:39:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","true","18-24","M","BLACK","25-44","M","BLACK HISPANIC","1007213","178267",40.655956862,-73.917241131,"POINT (-73.91724113099998 40.65595686200004)"
"4421","01/20/2013","15:57:00","BRONX",42,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","M","BLACK","1012074","240410",40.8265098480001,-73.899464709,"POINT (-73.89946470899997 40.82650984800006)"
"4425","08/21/2008","15:20:00","BROOKLYN",75,0,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","F","BLACK","1017119","183909",40.6714116630001,-73.8815117239999,"POINT (-73.88151172399995 40.67141166300007)"
"4429","05/30/2007","16:23:00","BRONX",40,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","65+","M","WHITE HISPANIC","1007292","238953",40.8225245680001,-73.91674855,"POINT (-73.91674854999997 40.82252456800006)"
"4431","05/24/2017","23:21:00","BROOKLYN",90,2,"MULTI DWELL - PUBLIC HOUS","true","18-24","M","BLACK","25-44","M","BLACK","1000919","195652",40.7036888260001,-73.939882154,"POINT (-73.93988215399997 40.70368882600008)"
"4433","06/15/2009","23:40:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","65+","M","WHITE HISPANIC","1000552","225907",40.786731898,-73.941132468,"POINT (-73.94113246799998 40.78673189800003)"
"4435","05/23/2007","15:50:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","18-24","M","BLACK","1010535","183093",40.669193922,-73.9052495989999,"POINT (-73.90524959899994 40.669193922000034)"
"4444","06/21/2009","4:41:00","BROOKLYN",69,0,"COMMERCIAL BLDG","false","25-44","M","BLACK","18-24","M","BLACK","1006632","172168",40.639217917,-73.9193553329999,"POINT (-73.91935533299994 40.639217917000046)"
"4446","10/01/2012","22:20:00","BRONX",50,0,"MULTI DWELL - APT BUILD","true","25-44","M","BLACK","18-24","M","WHITE HISPANIC","1010766","257508",40.873442804,-73.904123297,"POINT (-73.90412329699996 40.87344280400004)"
"4447","02/01/2006","16:35:00","BROOKLYN",68,0,"STORE UNCLASSIFIED","true","65+","M","WHITE","45-64","M","WHITE","976819","165196",40.6201064040001,-74.0267689139999,"POINT (-74.02676891399994 40.620106404000076)"
"4449","01/10/2007","17:19:00","BROOKLYN",79,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","<18","F","BLACK","1001215","193881",40.6988272830001,-73.938819047,"POINT (-73.938819047 40.69882728300007)"
"4451","07/14/2006","16:00:00","MANHATTAN",23,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","WHITE HISPANIC","998730","226827",40.789260224,-73.947710001,"POINT (-73.94771000099996 40.78926022400003)"
"4464","04/07/2010","2:11:00","MANHATTAN",32,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1001250","237934",40.8197413940001,-73.9385814339999,"POINT (-73.93858143399994 40.81974139400006)"
"4465","08/08/2008","22:40:00","QUEENS",101,0,"PVT HOUSE","false","18-24","M","WHITE HISPANIC","18-24","F","BLACK","1049923","158284",40.6008941750001,-73.7635061459999,"POINT (-73.76350614599994 40.600894175000064)"
"4475","06/15/2011","14:01:00","BROOKLYN",75,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1020214","183053",40.669050105,-73.870359116,"POINT (-73.87035911599996 40.669050105000046)"
"4484","12/02/2006","17:46:00","BRONX",45,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","45-64","M","BLACK","1031195","256988",40.8719305540001,-73.830258669,"POINT (-73.830258669 40.87193055400007)"
"4497","10/26/2006","19:25:00","BROOKLYN",88,2,"MULTI DWELL - PUBLIC HOUS","false","<18","M","BLACK","25-44","M","BLACK","990591","192235",40.694323384,-73.9771348749999,"POINT (-73.97713487499993 40.69432338400002)"
"4506","06/05/2013","23:23:00","BROOKLYN",60,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK HISPANIC","18-24","M","BLACK","984147","150278",40.579162625,-74.000372232,"POINT (-74.00037223199998 40.57916262500004)"
"4514","12/31/2013","0:01:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","18-24","M","BLACK","1009347","183819",40.6711900760001,-73.909529381,"POINT (-73.90952938099997 40.67119007600007)"
"4515","10/20/2008","21:19:00","QUEENS",104,0,"MULTI DWELL - APT BUILD","false","<18","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC","1008040","196413",40.705761312,-73.914196507,"POINT (-73.91419650699999 40.70576131200004)"
"4518","12/17/2008","16:21:00","MANHATTAN",20,0,"SMALL MERCHANT","false","18-24","M","BLACK","45-64","M","ASIAN / PACIFIC ISLANDER","989211","222871",40.778412523,-73.98208877,"POINT (-73.98208876999998 40.77841252300004)"
"4519","10/02/2011","7:52:00","BROOKLYN",83,0,"PVT HOUSE","true","18-24","M","BLACK","25-44","F","BLACK","1009606","188105",40.682953437,-73.9085795889999,"POINT (-73.90857958899994 40.682953437000045)"
"4524","02/15/2013","20:30:00","BRONX",47,0,"BEAUTY/NAIL SALON","false","25-44","M","BLACK","25-44","M","BLACK","1029307","259307",40.878305325,-73.8370696489999,"POINT (-73.83706964899994 40.878305325000035)"
"4534","10/23/2015","15:51:00","QUEENS",114,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1002577","221583",40.7748596970001,-73.933831684,"POINT (-73.933831684 40.77485969700007)"
"4542","11/07/2011","13:45:00","BROOKLYN",79,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","1000525","186528",40.6786462840001,-73.941325216,"POINT (-73.94132521599995 40.678646284000074)"
"4556","07/15/2011","15:55:00","MANHATTAN",7,2,"MULTI DWELL - PUBLIC HOUS","false","45-64","M","BLACK","45-64","M","BLACK","988187","198540",40.7116305270001,-73.985800365,"POINT (-73.985800365 40.71163052700007)"
"4558","01/14/2015","0:55:00","QUEENS",113,0,"PVT HOUSE","false","18-24","M","BLACK","25-44","M","BLACK","1050881","184342",40.6724104240001,-73.759798996,"POINT (-73.75979899599997 40.67241042400008)"
"4571","06/02/2008","22:08:00","BROOKLYN",73,2,"MULTI DWELL - PUBLIC HOUS","false","18-24","M","BLACK","25-44","F","BLACK","1009167","184323",40.6725739510001,-73.910176398,"POINT (-73.91017639799998 40.67257395100007)"
"4578","01/11/2009","0:27:00","BROOKLYN",63,0,"PVT HOUSE","false","25-44","M","BLACK","25-44","M","BLACK","1005046","168636",40.629527195,-73.925080838,"POINT (-73.92508083799999 40.62952719500004)"
"4581","02/25/2017","23:51:00","BRONX",49,2,"MULTI DWELL - PUBLIC HOUS","false","25-44","M","BLACK","25-44","M","BLACK","1025751","256265",40.869973418,-73.8499474119999,"POINT (-73.84994741199995 40.86997341800003)"
"4583","06/02/2013","13:24:00","MANHATTAN",23,0,"MULTI DWELL - PUBLIC HOUS","true","45-64","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC","1000866","226632",40.7887212430001,-73.939996774,"POINT (-73.93999677399995 40.788721243000055)"
"4585","09/04/2011","3:33:00","BRONX",47,0,"PVT HOUSE","false","<18","M","BLACK HISPANIC","18-24","M","BLACK","1022004","261898",40.885451065,-73.863463571,"POINT (-73.86346357099995 40.88545106500004)"
"4588","07/13/2013","2:05:00","BROOKLYN",71,0,"MULTI DWELL - APT BUILD","false","18-24","M","BLACK","18-24","F","BLACK","998387","179552",40.659502392,-73.94904797,"POINT (-73.94904796999998 40.65950239200004)"
"4593","08/29/2015","17:59:00","BROOKLYN",67,0,"MULTI DWELL - APT BUILD","false","25-44","M","BLACK","25-44","M","BLACK","999390","172259",40.639483032,-73.9454492639999,"POINT (-73.94544926399993 40.639483032000044)"
